6;6;6;6;6;6;6;6;6;6;6;6;7;7;6;6;6;6;6;6;2;2;2;0;6;6;6;6;2;2;5;2;6;2;6;0;2;6;6
6;6;6;6;6;6;6;6;6;6;6;6;7;7;2;6;6;6;2;6;6;6;5;6;6;6;6;6;2;2;2;2;6;6;2;6;6;6;6
6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;6;6;6;2;2;6;2;2;2;2;6;6;6;2;5;3;2;2;6;6;6;6;6;6
6;6;6;6;6;6;6;6;2;6;6;2;6;6;6;6;6;6;6;2;6;2;6;6;2;6;6;2;2;6;3;2;2;6;6;2;6;6;6
6;3;6;6;6;6;0;6;6;6;6;6;6;6;6;6;7;4;6;6;2;6;6;2;6;6;2;2;2;2;2;2;2;6;2;6;2;6;2
7;6;6;6;6;6;6;2;6;7;6;4;6;6;6;6;7;7;7;6;6;3;6;2;6;6;6;2;2;6;2;2;2;6;6;2;2;6;2
6;6;6;6;6;6;6;6;2;7;7;6;6;6;6;6;4;7;7;4;6;6;3;6;6;6;6;5;2;6;6;2;2;6;6;6;6;6;6
6;6;6;6;6;6;6;6;6;7;2;4;6;6;6;6;6;6;6;6;3;4;3;6;7;7;6;2;2;2;2;6;6;2;2;6;6;6;2
6;7;7;6;6;6;6;6;6;6;6;6;6;2;6;6;4;6;6;6;6;3;4;3;7;7;5;2;2;4;2;0;6;2;2;6;6;6;6
6;6;7;6;6;6;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;2;4;4;4;6;6;2;2;4;6;3;3;3;2;6;6;6;6
6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;2;2;3;4;4;4;4;3;6;2;2;5;6;6;6;6;6;6;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;3;4;3;3;2;6;6;7;6;5;5;2;6;2;2;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;3;3;3;3;7;7;7;6;6;7;7;3;6;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;2;7;6;7;7;7;4;6;4;6;2;2;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;3;5;6;7;7;7;7;7;7;4;4;3;6;6;2
6;6;6;6;6;6;6;6;6;6;6;6;7;7;6;6;6;6;6;6;6;6;6;3;2;2;2;4;7;7;7;7;7;6;3;6;5;5;6
7;7;7;6;6;6;6;6;6;6;6;6;7;7;6;6;6;6;6;6;6;6;4;3;6;7;7;7;2;3;7;7;6;6;3;6;2;5;6
7;6;7;6;6;6;2;6;6;6;6;6;6;6;6;7;6;6;7;7;6;6;6;6;6;6;6;7;4;6;7;6;2;3;2;2;6;2;6
6;6;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;3;6;6;6;6;6;7;2;4;2;2;6;7;7;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;4;5;6;6;6;6;3;2;4;2;4;3;2;6;2;2;2;2;2
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;6;7;7;6;6;6;6;6;6;6;2;4;6;4;3;6;6;2;6;6;6;2
6;6;6;6;6;6;6;6;6;6;6;6;0;6;6;6;6;6;6;7;6;6;6;6;6;6;6;6;6;6;6;7;6;6;2;6;6;6;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;7;7;7;6;6;6;6;6;6;6;2;7;6;6;6;2
6;6;6;3;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;7;3;7;2;7;7;6;6;6;6;6;6;7;7;6;6
6;6;6;6;6;6;7;6;6;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;7;7;6;6;6;6;6;6;6;7;6;6
6;6;6;6;6;7;7;7;6;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;6;4;6;6;6;6;6;6
6;6;6;6;6;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;6;4;6;6;6;6;6;6
6;6;6;6;6;4;6;2;0;6;6;6;6;7;7;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6
6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;6;6;6;2;2;6
6;6;6;6;6;6;6;6;6;6;6;7;7;7;2;6;6;6;6;6;6;6;3;3;3;3;6;2;6;6;7;6;6;6;0;6;6;2;2
6;6;6;6;6;6;6;6;6;6;6;2;7;2;6;6;6;6;6;4;6;6;3;6;6;2;3;6;6;6;2;7;6;6;3;6;2;6;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;0;3;6;6;6;6;6;6;7;3;2;6;6
6;6;6;6;6;6;0;5;6;6;6;6;6;6;6;4;0;6;6;6;6;3;6;0;0;6;6;5;3;6;6;6;6;6;6;3;2;6;2
6;6;6;0;0;0;0;5;6;6;6;6;6;6;6;6;0;6;6;0;6;3;6;3;3;6;6;6;3;6;6;6;6;6;6;3;6;6;6
6;6;6;0;0;2;6;0;6;6;6;6;6;6;6;6;0;6;6;6;6;6;6;3;2;3;6;6;6;3;6;6;6;6;6;6;6;6;6
5;6;6;6;6;6;6;6;0;6;6;6;6;6;6;6;0;6;0;6;3;5;6;6;3;6;2;6;6;3;0;6;6;6;6;6;6;6;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;2;3;6;6;6;6;6;6;6;6;5;3;6;6;6;2;6;6;6;6
6;6;6;6;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;6;6;6;6;5;6;6;3;6;6;6;6;6;3;5
5;6;6;0;6;6;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;6;0;6;5;6;6;6;6;3;2;6;6;7;6;5
0;6;6;6;0;6;6;6;6;6;6;6;6;6;0;6;6;6;6;2;6;0;0;6;6;0;6;0;4;6;2;6;6;3;2;6;4;2;6
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;2;0;3;6;6;6;6;2;6;6;6;6;4;6;6;6;6;5;3;6;6;6;4
6;6;6;6;2;6;0;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;3;3;2;6;3
6;6;6;2;6;6;6;6;6;4;5;6;6;6;6;4;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;6;6;5;6;3;3;6;6
6;6;2;6;6;6;6;6;6;7;7;6;6;6;6;4;6;3;6;6;6;6;6;6;6;6;6;6;6;4;6;5;6;7;6;6;3;3;5
6;6;6;6;6;6;6;6;6;7;7;6;6;6;6;4;6;3;6;6;6;6;6;6;6;6;6;6;4;6;6;6;6;7;6;6;2;3;6
6;0;6;6;6;2;6;6;7;7;7;6;6;6;6;2;3;6;6;6;6;0;6;6;6;6;6;6;7;7;7;6;6;6;6;2;2;6;3
1;6;6;6;6;6;6;6;6;6;6;4;6;6;6;3;6;6;6;6;6;6;6;6;6;6;7;7;7;3;6;6;6;6;6;6;6;6;6
